d1_filter,adx_gate,hurst_gate,vov_gate,rsi_div,entry,exit,partial,oos_trades,oos_total_pips,oos_avg_pips,wf_trades,wf_total_pips,wf_avg_pips
ema_50_200,25,0.53,reject_p75,on,pullback,atr_3.0,off,3678,-2081.06,-0.5658,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,atr_3.0,off,3852,-2569.49,-0.6671,1297,-3510.32,-2.7065
ema_50_200,20,0.53,reject_p75,on,immediate,atr_3.0,off,6042,-4398.97,-0.7281,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,6042,-4512.19,-0.7468,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,3852,-2956.46,-0.7675,1297,-3438.82,-2.6514
ema_50_200,25,0.53,reject_p75,on,pullback,atr_2.5,off,3678,-2936.79,-0.7985,0,0.0,0.0
ema_50_200,25,0.53,off,on,pullback,atr_2.5,off,5128,-4416.53,-0.8613,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,atr_3.0,off,4176,-3616.26,-0.866,1400,-3451.68,-2.4655
ema_50_200,20,0.53,reject_p75,on,pullback,atr_3.0,off,5748,-5191.72,-0.9032,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,3678,-3369.36,-0.9161,1238,-2126.18,-1.7174
ema_50_200,25,0.53,reject_p75,on,immediate,atr_2.5,off,3852,-3614.29,-0.9383,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,atr_2.5,off,5379,-5048.19,-0.9385,1892,-4327.66,-2.2873
ema_50_200,25,0.53,reject_p75,off,pullback,atr_3.0,off,3986,-3742.21,-0.9388,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,immediate,atr_2.5,off,6042,-5769.95,-0.955,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,atr_3.0,off,6442,-6169.74,-0.9577,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,atr_2.5,50pct_1R,3852,-3775.87,-0.9802,1297,-3731.26,-2.8768
ema_50_200,20,0.53,reject_p75,on,immediate,regime_tighten,off,6042,-6015.8,-0.9957,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,6442,-6422.31,-0.9969,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,immediate,atr_2.5,50pct_1R,6042,-6104.24,-1.0103,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,4176,-4228.01,-1.0125,1400,-3551.18,-2.5366
ema_50_200,25,0.53,off,on,immediate,atr_2.5,50pct_1R,5379,-5577.11,-1.0368,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,6042,-6279.31,-1.0393,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,pullback,atr_2.5,50pct_1R,3678,-3871.12,-1.0525,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,5748,-6054.14,-1.0533,0,0.0,0.0
off,0,0.0,off,on,immediate,regime_tighten,50pct_1R,147094,-156667.56,-1.0651,23901,-16368.29,-0.6848
off,0,0.0,off,on,immediate,regime_tighten,off,147094,-157126.84,-1.0682,0,0.0,0.0
ema_50_200,25,0.53,off,on,pullback,atr_3.0,off,5128,-5486.15,-1.0698,0,0.0,0.0
off,0,0.0,off,off,immediate,regime_tighten,50pct_1R,155430,-166479.19,-1.0711,25366,-15819.57,-0.6237
off,0,0.0,off,off,immediate,regime_tighten,off,155430,-166644.79,-1.0722,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,atr_3.0,off,5379,-5789.06,-1.0762,1892,-4738.05,-2.5043
ema_50_200,20,0.53,off,on,immediate,regime_tighten,off,8364,-9059.95,-1.0832,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,9893,-10730.49,-1.0847,0,0.0,0.0
ema_50_200,25,0.53,off,on,pullback,atr_2.5,50pct_1R,5128,-5743.26,-1.12,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,9893,-11113.66,-1.1234,0,0.0,0.0
ema_50_200,20,0.53,off,on,immediate,atr_2.5,off,8364,-9407.21,-1.1247,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,atr_3.0,off,9893,-11177.54,-1.1298,0,0.0,0.0
off,0,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,125962,-142379.07,-1.1303,23901,-16368.29,-0.6848
ema_50_200,0,0.53,reject_p75,on,immediate,regime_tighten,off,9893,-11192.94,-1.1314,0,0.0,0.0
off,0,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,133192,-151321.08,-1.1361,25366,-15819.57,-0.6237
off,0,0.0,reject_p75,on,immediate,regime_tighten,off,125962,-143211.6,-1.1369,0,0.0,0.0
off,0,0.0,reject_p75,off,immediate,regime_tighten,off,133192,-151613.15,-1.1383,0,0.0,0.0
ema_50_200,20,0.53,off,on,immediate,atr_2.5,50pct_1R,8364,-9544.81,-1.1412,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,pullback,atr_2.5,off,5748,-6657.74,-1.1583,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,atr_3.0,off,5841,-6798.84,-1.164,2029,-4579.41,-2.257
ema_50_200,20,0.53,off,on,immediate,regime_tighten,50pct_1R,8364,-9740.6,-1.1646,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,atr_2.5,off,9893,-11595.78,-1.1721,0,0.0,0.0
off,20,0.0,off,off,immediate,regime_tighten,off,98913,-116311.18,-1.1759,0,0.0,0.0
off,20,0.0,off,on,immediate,regime_tighten,50pct_1R,91603,-107995.37,-1.179,0,0.0,0.0
off,20,0.0,off,off,immediate,regime_tighten,50pct_1R,98913,-116627.54,-1.1791,0,0.0,0.0
off,20,0.0,off,on,immediate,regime_tighten,off,91603,-108013.86,-1.1792,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,regime_tighten,off,6442,-7671.29,-1.1908,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,atr_3.0,50pct_1R,5379,-6419.64,-1.1935,1892,-4318.0,-2.2822
ema_50_200,0,0.53,off,on,immediate,regime_tighten,off,13684,-16391.91,-1.1979,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,atr_2.5,off,5841,-6997.36,-1.198,0,0.0,0.0
ema_50_200,0,0.53,off,on,immediate,regime_tighten,50pct_1R,13684,-16415.27,-1.1996,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,10375,-12582.72,-1.2128,0,0.0,0.0
ema_50_200,25,0.53,off,off,pullback,atr_2.5,off,5571,-6768.41,-1.2149,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,atr_2.5,50pct_1R,9893,-12055.07,-1.2185,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,6442,-7893.82,-1.2254,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,atr_3.0,off,10375,-12714.91,-1.2255,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,atr_3.0,off,6131,-7513.25,-1.2255,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,3986,-4906.01,-1.2308,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,atr_2.5,off,4176,-5166.09,-1.2371,0,0.0,0.0
off,0,0.53,off,on,immediate,regime_tighten,off,33300,-41337.57,-1.2414,11039,-12449.22,-1.1277
ema_50_200,20,0.53,reject_p75,off,immediate,atr_2.5,off,6442,-7998.74,-1.2417,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,10375,-12903.43,-1.2437,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,regime_tighten,off,8933,-11186.32,-1.2522,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,pullback,atr_2.5,off,3986,-5008.37,-1.2565,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,regime_tighten,off,10375,-13055.6,-1.2584,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,atr_2.5,50pct_1R,4176,-5256.36,-1.2587,0,0.0,0.0
off,20,0.0,reject_p75,off,immediate,regime_tighten,off,84533,-106676.34,-1.2619,0,0.0,0.0
ema_50_200,25,0.53,off,off,pullback,atr_3.0,off,5571,-7037.75,-1.2633,0,0.0,0.0
off,20,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,84533,-107062.19,-1.2665,0,0.0,0.0
off,20,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,78209,-99547.27,-1.2728,0,0.0,0.0
off,20,0.0,reject_p75,on,immediate,regime_tighten,off,78209,-99657.74,-1.2742,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,atr_2.5,50pct_1R,6442,-8229.33,-1.2774,0,0.0,0.0
off,25,0.0,off,off,immediate,regime_tighten,off,66650,-85498.42,-1.2828,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,atr_2.5,off,8933,-11461.5,-1.2831,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,atr_2.5,50pct_1R,5841,-7499.7,-1.284,0,0.0,0.0
off,0,0.53,off,on,immediate,regime_tighten,50pct_1R,33300,-42799.49,-1.2853,11039,-13563.03,-1.2286
ema_50_200,20,0.53,off,on,immediate,atr_3.0,50pct_1R,8364,-10754.68,-1.2858,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,regime_tighten,50pct_1R,14363,-18522.76,-1.2896,0,0.0,0.0
off,25,0.0,off,on,immediate,regime_tighten,off,60441,-77998.82,-1.2905,0,0.0,0.0
off,25,0.0,off,off,immediate,regime_tighten,50pct_1R,66650,-86341.92,-1.2955,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,regime_tighten,off,14363,-18665.0,-1.2995,0,0.0,0.0
off,25,0.0,off,on,immediate,regime_tighten,50pct_1R,60441,-78625.31,-1.3009,0,0.0,0.0
off,0,0.53,off,off,immediate,regime_tighten,off,34982,-45744.16,-1.3076,11609,-14614.8,-1.2589
ema_50_200,20,0.53,off,off,immediate,atr_2.5,50pct_1R,8933,-11721.55,-1.3122,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,regime_tighten,50pct_1R,8933,-11755.15,-1.3159,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,atr_2.5,off,10375,-13691.48,-1.3197,0,0.0,0.0
ema_50_200,20,0.0,off,on,immediate,regime_tighten,50pct_1R,21632,-28583.38,-1.3213,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,atr_3.0,50pct_1R,5841,-7749.58,-1.3268,2029,-4399.0,-2.1681
off,25,0.0,reject_p75,off,immediate,regime_tighten,off,56988,-76380.78,-1.3403,0,0.0,0.0
off,0,0.53,off,off,immediate,regime_tighten,50pct_1R,34982,-46920.59,-1.3413,11609,-15521.11,-1.337
ema_50_200,20,0.53,reject_p75,on,pullback,atr_2.5,50pct_1R,5748,-7726.55,-1.3442,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,atr_3.0,off,9400,-12645.2,-1.3452,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,6131,-8249.48,-1.3455,0,0.0,0.0
ema_50_200,20,0.0,off,off,immediate,regime_tighten,50pct_1R,23172,-31254.04,-1.3488,0,0.0,0.0
off,25,0.0,reject_p75,on,immediate,regime_tighten,off,51628,-69808.36,-1.3521,0,0.0,0.0
ema_50_200,25,0.53,off,on,pullback,atr_3.0,50pct_1R,5128,-6962.46,-1.3577,0,0.0,0.0
off,25,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,56988,-77395.51,-1.3581,0,0.0,0.0
ema_50_200,0,0.0,off,on,immediate,regime_tighten,50pct_1R,35113,-47840.89,-1.3625,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,atr_2.5,50pct_1R,10375,-14145.93,-1.3635,0,0.0,0.0
off,25,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,51628,-70463.5,-1.3648,0,0.0,0.0
ema_50_200,20,0.0,off,on,immediate,regime_tighten,off,21632,-29545.24,-1.3658,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,atr_3.0,50pct_1R,8933,-12245.57,-1.3708,0,0.0,0.0
ema_50_200,0,0.0,off,off,immediate,regime_tighten,50pct_1R,36939,-50644.77,-1.371,0,0.0,0.0
ema_50_200,20,0.53,off,on,immediate,atr_3.0,off,8364,-11614.2,-1.3886,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,9400,-13064.44,-1.3898,0,0.0,0.0
ema_50_200,20,0.0,off,off,immediate,regime_tighten,off,23172,-32635.98,-1.4084,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,atr_2.5,off,7942,-11249.81,-1.4165,0,0.0,0.0
ema_50_200,25,0.53,off,off,pullback,atr_2.5,50pct_1R,5571,-7902.34,-1.4185,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,atr_3.0,off,8933,-12688.62,-1.4204,0,0.0,0.0
ema_50_200,0,0.0,off,on,immediate,regime_tighten,off,35113,-49889.42,-1.4208,0,0.0,0.0
ema_50_200,0,0.0,off,off,immediate,regime_tighten,off,36939,-53074.21,-1.4368,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,3986,-5740.74,-1.4402,0,0.0,0.0
off,0,0.53,reject_p75,on,immediate,regime_tighten,off,23209,-33497.21,-1.4433,9376,-12884.23,-1.3742
ema_50_200,0,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,27269,-39730.15,-1.457,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,25912,-37754.58,-1.457,0,0.0,0.0
off,0,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,23209,-33841.88,-1.4581,9376,-13253.92,-1.4136
off,0,0.0,off,on,pullback,regime_tighten,50pct_1R,140348,-204979.79,-1.4605,0,0.0,0.0
off,0,0.0,off,on,pullback,regime_tighten,off,140348,-208255.73,-1.4839,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,3852,-5717.94,-1.4844,0,0.0,0.0
off,0,0.0,off,off,pullback,regime_tighten,50pct_1R,148316,-221155.65,-1.4911,0,0.0,0.0
off,0,0.0,off,on,immediate,atr_2.5,50pct_1R,147094,-220706.12,-1.5004,0,0.0,0.0
off,20,0.53,off,on,immediate,regime_tighten,off,20461,-30774.5,-1.5041,6887,-10412.14,-1.5119
ema_50_200,0,0.53,reject_p75,off,pullback,atr_3.0,off,9862,-14878.41,-1.5087,0,0.0,0.0
off,0,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,120234,-181476.11,-1.5094,0,0.0,0.0
off,0,0.0,off,off,pullback,regime_tighten,off,148316,-223954.81,-1.51,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,regime_tighten,off,3852,-5830.72,-1.5137,0,0.0,0.0
off,0,0.0,off,off,immediate,atr_2.5,50pct_1R,155430,-235548.57,-1.5155,0,0.0,0.0
ema_50_200,25,0.53,off,off,pullback,atr_3.0,50pct_1R,5571,-8451.66,-1.5171,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,atr_2.5,off,6131,-9309.85,-1.5185,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,regime_tighten,off,25912,-39438.62,-1.522,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,15762,-23992.07,-1.5221,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,immediate,regime_tighten,off,27269,-41655.45,-1.5276,0,0.0,0.0
off,0,0.0,reject_p75,on,pullback,regime_tighten,off,120234,-184202.23,-1.532,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,atr_2.5,50pct_1R,7942,-12191.89,-1.5351,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,16904,-25956.9,-1.5355,0,0.0,0.0
off,25,0.53,off,on,immediate,atr_2.5,50pct_1R,13444,-20708.53,-1.5404,4642,-9040.41,-1.9475
off,0,0.0,reject_p75,off,pullback,regime_tighten,50pct_1R,127140,-196285.53,-1.5439,0,0.0,0.0
off,0,0.53,reject_p75,off,immediate,regime_tighten,off,24402,-37721.86,-1.5459,9875,-15101.76,-1.5293
off,0,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,24402,-37800.1,-1.5491,9875,-15323.66,-1.5518
off,0,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,125962,-195584.11,-1.5527,0,0.0,0.0
off,20,0.53,off,on,immediate,regime_tighten,50pct_1R,20461,-31810.57,-1.5547,6887,-10751.69,-1.5612
ema_50_200,0,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,9862,-15346.94,-1.5562,0,0.0,0.0
off,0,0.0,reject_p75,off,pullback,regime_tighten,off,127140,-198426.02,-1.5607,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,immediate,regime_tighten,off,15762,-24691.76,-1.5665,0,0.0,0.0
off,25,0.53,off,on,immediate,regime_tighten,off,13444,-21072.9,-1.5675,4642,-6612.18,-1.4244
off,0,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,133192,-209258.51,-1.5711,25366,-39690.41,-1.5647
off,0,0.0,off,off,immediate,atr_3.0,50pct_1R,155430,-244960.38,-1.576,25366,-39690.41,-1.5647
off,0,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,125962,-198583.84,-1.5765,0,0.0,0.0
off,0,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,133192,-210491.66,-1.5804,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,regime_tighten,off,16151,-25558.84,-1.5825,0,0.0,0.0
off,20,0.53,off,off,immediate,regime_tighten,off,21940,-34782.06,-1.5853,7388,-12532.44,-1.6963
off,0,0.0,off,on,immediate,atr_2.5,off,147094,-233215.5,-1.5855,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,regime_tighten,50pct_1R,39791,-63199.88,-1.5883,0,0.0,0.0
off,0,0.0,off,off,immediate,atr_2.5,off,155430,-247862.18,-1.5947,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,immediate,regime_tighten,off,16904,-26959.3,-1.5948,0,0.0,0.0
off,0,0.0,off,on,immediate,atr_3.0,50pct_1R,147094,-235666.4,-1.6021,0,0.0,0.0
off,20,0.0,off,on,pullback,regime_tighten,50pct_1R,87407,-140069.08,-1.6025,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,regime_tighten,50pct_1R,16151,-25943.13,-1.6063,0,0.0,0.0
ema_20_50,0,0.53,off,off,immediate,regime_tighten,off,17004,-27422.06,-1.6127,5326,-6841.23,-1.2845
ema_20_50,0,0.0,off,off,immediate,regime_tighten,50pct_1R,41906,-67698.47,-1.6155,0,0.0,0.0
off,0,0.0,reject_p75,on,immediate,atr_2.5,off,125962,-203628.12,-1.6166,0,0.0,0.0
off,20,0.0,off,on,pullback,regime_tighten,off,87407,-141317.85,-1.6168,0,0.0,0.0
off,25,0.53,off,on,immediate,atr_2.5,off,13444,-21786.97,-1.6206,4642,-8365.39,-1.8021
ema_20_50,0,0.53,off,off,immediate,regime_tighten,50pct_1R,17004,-27588.33,-1.6225,5326,-7107.01,-1.3344
off,20,0.53,off,off,immediate,regime_tighten,50pct_1R,21940,-35631.47,-1.624,7388,-12692.81,-1.718
ema_50_200,20,0.53,off,off,pullback,atr_2.5,off,8489,-13800.39,-1.6257,0,0.0,0.0
off,25,0.53,off,on,immediate,regime_tighten,50pct_1R,13444,-21858.06,-1.6259,4642,-6981.77,-1.504
off,20,0.0,off,off,pullback,regime_tighten,50pct_1R,94383,-154459.46,-1.6365,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,regime_tighten,off,39791,-65280.01,-1.6406,0,0.0,0.0
off,0,0.0,reject_p75,off,immediate,atr_2.5,off,133192,-218570.28,-1.641,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,4176,-6856.32,-1.6418,0,0.0,0.0
off,20,0.0,off,off,pullback,regime_tighten,off,94383,-155214.01,-1.6445,0,0.0,0.0
off,25,0.0,off,on,immediate,atr_2.5,50pct_1R,60441,-99514.82,-1.6465,0,0.0,0.0
off,25,0.0,off,off,immediate,atr_2.5,50pct_1R,66650,-110170.81,-1.653,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,atr_2.5,off,9400,-15596.16,-1.6592,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,6131,-10172.89,-1.6593,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,regime_tighten,off,4176,-6936.87,-1.6611,0,0.0,0.0
off,25,0.53,off,off,immediate,regime_tighten,off,14678,-24574.28,-1.6742,5065,-8547.38,-1.6875
ema_20_50,0,0.0,off,off,immediate,regime_tighten,off,41906,-70204.85,-1.6753,0,0.0,0.0
ema_20_50,20,0.53,off,on,immediate,regime_tighten,off,9985,-16729.83,-1.6755,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,regime_tighten,off,5379,-9019.79,-1.6769,0,0.0,0.0
ema_50_200,0,0.53,off,on,immediate,atr_2.5,50pct_1R,13684,-23024.99,-1.6826,0,0.0,0.0
off,25,0.0,off,on,pullback,regime_tighten,off,57690,-97667.63,-1.693,0,0.0,0.0
off,20,0.0,off,on,immediate,atr_2.5,50pct_1R,91603,-155371.52,-1.6961,0,0.0,0.0
off,20,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,74664,-126991.58,-1.7008,0,0.0,0.0
off,0,0.0,reject_p75,off,immediate,atr_3.0,off,133192,-226593.59,-1.7013,25366,-45480.57,-1.793
ema_20_50,20,0.0,off,on,immediate,regime_tighten,50pct_1R,24819,-42250.57,-1.7023,0,0.0,0.0
off,25,0.53,off,off,immediate,atr_2.5,50pct_1R,14678,-25013.04,-1.7041,5065,-11743.61,-2.3186
off,25,0.0,off,on,pullback,regime_tighten,50pct_1R,57690,-98422.22,-1.7061,0,0.0,0.0
off,20,0.0,off,off,immediate,atr_2.5,50pct_1R,98913,-168891.32,-1.7075,0,0.0,0.0
off,0,0.0,reject_p75,on,immediate,atr_3.0,off,125962,-215109.39,-1.7077,23901,-43553.18,-1.8222
off,0,0.0,off,off,immediate,atr_3.0,off,155430,-265752.03,-1.7098,25366,-45480.57,-1.793
off,20,0.0,reject_p75,on,pullback,regime_tighten,off,74664,-127924.78,-1.7133,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,regime_tighten,off,10728,-18445.39,-1.7194,0,0.0,0.0
off,25,0.53,off,off,immediate,regime_tighten,50pct_1R,14678,-25250.51,-1.7203,5065,-8726.78,-1.723
ema_50_200,20,0.53,off,on,pullback,atr_3.0,off,7942,-13670.44,-1.7213,0,0.0,0.0
ema_20_50,20,0.53,off,on,immediate,regime_tighten,50pct_1R,9985,-17202.81,-1.7229,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,regime_tighten,50pct_1R,5379,-9271.26,-1.7236,0,0.0,0.0
off,25,0.0,off,off,pullback,regime_tighten,off,63618,-109704.33,-1.7244,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,atr_3.0,50pct_1R,7942,-13696.39,-1.7246,0,0.0,0.0
off,25,0.0,off,off,immediate,atr_2.5,off,66650,-115170.05,-1.728,0,0.0,0.0
off,25,0.0,off,off,immediate,atr_3.0,50pct_1R,66650,-115216.56,-1.7287,0,0.0,0.0
off,25,0.0,off,on,immediate,atr_2.5,off,60441,-104565.57,-1.73,0,0.0,0.0
ema_50_200,20,0.53,off,off,pullback,atr_2.5,50pct_1R,8489,-14702.87,-1.732,0,0.0,0.0
off,0,0.0,off,on,pullback,atr_2.5,50pct_1R,140348,-243288.46,-1.7335,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,regime_tighten,50pct_1R,26668,-46260.67,-1.7347,0,0.0,0.0
off,20,0.0,reject_p75,off,pullback,regime_tighten,50pct_1R,80689,-140028.87,-1.7354,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,regime_tighten,50pct_1R,15276,-26546.53,-1.7378,0,0.0,0.0
off,20,0.0,reject_p75,off,pullback,regime_tighten,off,80689,-140424.5,-1.7403,0,0.0,0.0
off,0,0.0,off,on,immediate,atr_3.0,off,147094,-256001.77,-1.7404,23901,-43553.18,-1.8222
off,25,0.0,off,off,pullback,regime_tighten,50pct_1R,63618,-110923.09,-1.7436,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,regime_tighten,50pct_1R,10728,-18750.72,-1.7478,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,atr_2.5,50pct_1R,9400,-16471.59,-1.7523,0,0.0,0.0
off,0,0.0,reject_p75,on,pullback,atr_2.5,50pct_1R,120234,-210828.16,-1.7535,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,regime_tighten,off,9240,-16220.21,-1.7554,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,atr_2.5,50pct_1R,14363,-25262.92,-1.7589,0,0.0,0.0
ema_20_50,20,0.0,off,on,immediate,regime_tighten,off,24819,-43746.8,-1.7626,0,0.0,0.0
off,20,0.53,reject_p75,on,immediate,regime_tighten,off,14182,-25001.93,-1.7629,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,regime_tighten,50pct_1R,13988,-24664.8,-1.7633,0,0.0,0.0
off,20,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,14182,-25081.8,-1.7686,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,9240,-16348.19,-1.7693,3903,-6424.12,-1.6459
off,0,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,120234,-212972.34,-1.7713,0,0.0,0.0
off,25,0.53,off,on,pullback,atr_2.5,50pct_1R,12837,-22760.33,-1.773,4440,-9576.23,-2.1568
off,0,0.0,off,off,pullback,atr_2.5,50pct_1R,148316,-263148.77,-1.7742,0,0.0,0.0
off,25,0.53,off,off,immediate,atr_2.5,off,14678,-26061.09,-1.7755,5065,-11384.4,-2.2477
off,0,0.53,off,on,pullback,regime_tighten,off,31754,-56398.05,-1.7761,10514,-17238.98,-1.6396
ema_50_200,25,0.0,reject_p75,on,pullback,atr_3.0,off,9707,-17250.89,-1.7772,0,0.0,0.0
off,25,0.0,off,on,immediate,atr_3.0,50pct_1R,60441,-107434.93,-1.7775,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,9240,-16473.41,-1.7828,0,0.0,0.0
off,25,0.0,reject_p75,on,pullback,regime_tighten,off,49294,-88391.7,-1.7932,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,atr_2.5,50pct_1R,13988,-25115.79,-1.7955,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,11158,-20077.12,-1.7993,0,0.0,0.0
off,0,0.53,off,on,pullback,regime_tighten,50pct_1R,31754,-57214.15,-1.8018,10514,-18039.29,-1.7157
off,0,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,127140,-229394.98,-1.8043,0,0.0,0.0
